adsh,tag,ddate,qtrs,value,footnote,cik,name,sic,form
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,87730000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,87730000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,38000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2591000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,394000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,28809000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,28809000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,187976000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,12579000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,50441000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,869000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3577000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,19000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,20000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,6048000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,53000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1257000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,31000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,133644000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,8974000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,7362000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,4291000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,5228000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1546000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,8040000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,119661000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,127000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,5485000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,18761000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2957000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,431214000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,431214000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,431214000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,59600000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1462000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3742000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,24917000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,30000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,22000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,29412000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,4917000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,45899000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,257000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,322000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,483000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,70691000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,5685000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,5430000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,555000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1795000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1945000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,33663000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1499000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,22890000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,22890000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,567764000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,567764000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,567764000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,261000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,637000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,680000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,29551000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,139175000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,406589000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1906000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,147000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,14477000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,25000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,262000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,6507000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2038000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,694000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,928000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,30475000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1472000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,6144000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,151639000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,577000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,604000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2304000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2127000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2220000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1749000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,12097000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3055000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,8044000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,49980000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,801000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3665000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3184000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,4518000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,663000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,13756000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,698000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1868000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,15713000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3805000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,148033000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2236000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1893000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,5738000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2848000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,692000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,70498000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,935000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,11768000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,526000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,51198000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,51198000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,51198000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1689000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,50000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2431000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,13235000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1123000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1486000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,25200000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,26462000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2384000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,30207000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,30207000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,30207000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,41249000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,8900000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,4664000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,208000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,9655000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,162000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,6426000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3169000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,48938000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,124841000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,124841000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,124841000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,38000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,55983000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,55983000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1277000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,31433000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,31433000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1659000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,550000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,31934000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,31934000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,117000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,149694000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,44512000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,26378000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,33431000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,33431000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,33431000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1290000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,10280000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,6351000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2315000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,171615000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,108000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,265000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1269000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,166672000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,166672000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,166672000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,6819000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,580000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1678000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2209000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,83269000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,383536000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,298724000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,280528000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,40889000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,287000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,23265000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,23265000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,215720000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,215720000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,215720000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,9053000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,17212000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,30805000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,30805000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,30805000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,14000000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,27000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,40270000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,121000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,11673000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,6808000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,54501000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,54501000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1127000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,754000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,60613000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,60613000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,60613000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,15568000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,71271000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,795507000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,476000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,2295000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,12841000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1973000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,5200000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3970000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3970000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3970000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3147000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,5048000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,3890000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,43030000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,281000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1239000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,12995000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,18125000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,679000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,8904000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1759000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1678000000.0000,,1039765,ING GROEP NV,6029,20-F
0001628280-26-011979,MaximumExposureToCreditRisk,20251231,0,1639000000.0000,,1039765,ING GROEP NV,6029,20-F
